visual_node_id,pmid,node_id,degree,component_rank,title,conclusion_text
42346867,42346867,N000195,8,1,Effects of Sodium-Glucose Cotransporter-2 Inhibitors on Anemia in Patients with Chronic Kidney Disease: A Pre-Post Observational Analysis.,"SGLT2i therapy was associated with modest increases in Hb levels over 18 months, while inflammatory status remained stable and no significant reduction in ferritin levels was observed after adjustment for inflammatory and nutritional factors. Longitudinal Hb and ferritin trajectories did not differ significantly between empagliflozin and dapagliflozin, while baseline kidney function, Prt, iron status, and sex significantly influenced hematologic outcomes. Although causal inference is limited by the absence of a control group, these findings suggest a possible favorable effect of SGLT2is on anemia-related parameters in patients with CKD."
42309556,42309556,N000203,1,1,"Phase Ib, multicentre, open-label, dose-escalation study to evaluate the safety, tolerability, pharmacokinetics and pharmacodynamics of subcutaneously administered mosunetuzumab in participants with systemic lupus erythematosus.","Mosunetuzumab demonstrated dose-dependent peripheral B-cell depletion and a safety profile consistent with prior studies in follicular lymphoma. Based on these data, mosunetuzumab is currently being evaluated in a phase II study in severe SLE (NCT07598396)."
42307788,42307788,N000206,2,1,Bridging therapy versus mechanical thrombectomy alone in patients with basilar artery occlusion and mild symptoms: a retrospective observational study.,"Bridging therapy appears to be safe for BAO patients with mild symptoms, but it does not provide additional benefits for functional outcomes or efficient recanalization rates."
42307021,42307021,N000207,5,1,Who may benefit from robot-assisted gait training with an exoskeleton in subacute stroke patients? A prespecified analysis.,"This prespecified analysis suggests that the efficacy of RAGT with a wearable exoskeleton appears to be less dependent on time since onset within the early subacute phase, highlighting the importance of preserved cognitive function."
41628174,41628174,N000210,1,97,"Subclinical ocular alterations in Graves' disease: The FUMO score, a new tool to predict Graves' orbitopathy progression.","Subclinical ocular alterations can predict the progression of GO in patients with GD. The FUMO score, particularly when combined with TRAb and FT3 levels, reliably identifies patients at risk of developing overt GO, supporting its use for early risk stratification."
42356179,42356179,N000214,5,1,Intraoperative Driving Pressure and Postoperative Pulmonary Complications Following Cardiac Surgery: A Prospective Observational Study.,"Elevated intraoperative DP was associated with a higher unadjusted burden of PPCs and delayed postoperative recovery after CPB-supported cardiac surgery. However, pre-CPB DP was not an independent predictor of the composite PPC endpoint after adjustment for relevant confounders. The reported findings suggest that DP may serve as a clinically useful marker of impaired respiratory mechanics and postoperative vulnerability rather than as an independent causal determinant of PPCs."
42356177,42356177,N000215,2,630,The Clinical Role of Electrocardiographic Morphology of Premature Ventricular Contractions for Prognostic Outcomes in Children.,"In this exploratory pediatric cohort, wider PVC QRS duration and higher maximal PVC burden were associated with ventricular MRI abnormalities, while longer postcoupling interval was associated with PVC progression."
42325910,42325910,N000217,8,1,Efficacy and Safety of Ultrasound-Guided Erector Spinae Plane Block at Different Injection Depths for Percutaneous Kyphoplasty: A Randomized Controlled Trial.,"Combined deep and superficial ESPB combined with subanesthetic-dose esketamine provides superior intraoperative analgesia and hemodynamic stability for patients with PKP, with a safety profile that is similar to single-depth blocks."
42304298,42304298,N000218,4,1,"Warm staple-line irrigation (37-40 °C) before omentopexy reduces early bleeding after laparoscopic sleeve gastrectomy: a prospective, randomized trial.","Warm saline irrigation may improve hemostasis and early bleeding-related outcomes after LSG. However, given the composite nature of the primary endpoint and the limited sample size for rare complications, these findings should be interpreted cautiously, and larger multicenter studies are needed for confirmation."
42303406,42303406,N000220,5,1,Prevalence and risk factors of gastro-oesophageal reflux disease in Saudi Arabia: a systematic review and meta-analysis.,"The pooled prevalence of GERD in Saudi Arabia is 32%. Notably, GERD prevalence was significantly lower in high-quality studies and when endoscopy findings were used as the diagnostic criteria. Finally, the lack of GERD prevalence studies from other GCC countries highlights the need for studies to fill this gap."
42303394,42303394,N000221,1,1,Trends and determinants of isoniazid preventive therapy initiation in antiretroviral therapy-treated HIV-positive adults in Tanzania Mainland 2015-2020: a retrospective observational study using medical records.,"Although IPT initiation among PLHIV in mainland Tanzania improved between 2015 and 2020, coverage remained suboptimal. Strengthened efforts are needed to ensure all PLHIV initiating ART are appropriately screened for tuberculosis (TB), initiated on IPT if eligible and promptly treated if diagnosed with active TB."
42303383,42303383,N000223,8,1,Impact of C reactive protein on effectiveness of interleukin-17 and tumour necrosis factor inhibitors in axial spondyloarthritis: a Danish nationwide observational study.,"In routine care, IL-17i was mainly used in biologic-experienced patients, whereas TNFi was primarily used in biologic-naïve patients with axSpA. Higher baseline CRP levels were associated with higher retention for first TNFi but not for first IL-17i. Higher CRP was associated with higher remission rates for both IL-17i and TNFi."
42301408,42301408,N000229,1,1209,Mechanical and manual cardiopulmonary resuscitation in traumatic cardiac arrest: a retrospective observational study.,"Mechanical CPR in prehospital blunt traumatic cardiac arrest was associated with improved survival to hospital arrival compared with manual CPR; however, in-hospital mortality remained extremely high. The reported findings suggest that mechanical CPR may facilitate transport of patients in traumatic cardiac arrest without substantially improving overall outcomes. The effect of potential iatrogenic injuries associated with the CPR process itself was lacking in this study."
